instance,num_phases,w_balanced,method,k,digraph_nodes,digraph_edges,subgraph_edges,subgraph_pct,d_edges,digraph_build_s,build_s,solve_s,elapsed_s,full_solve_s,speedup_vs_full,objective,obj_vs_full_pct,d_obj_pct,alpha_abs,vs_full_pct,phase_time_min,phase_time_max,phase_time_std,imbalance_pct,abs_time_per_phase,ops_per_phase,n_ops_total,stop_reason
assembly_1,3,0.8,full_ref,,343,1105,1105,100.0,,0.117,0.0,42.253,42.253,42.253,1.0,0.862,0.0,,747.12,0.0,680.33,747.12,28.25,9.29,"[747.12, 729.4, 680.33]","[4, 5, 4]",13,full_ref
assembly_1,3,0.8,bl_union,1,343,1105,37,3.35,37,0.117,0.006,0.115,0.121,42.253,348.18,0.8624,0.04,,747.12,0.0,680.33,747.12,28.25,9.29,"[747.12, 729.4, 680.33]","[4, 5, 4]",13,
assembly_1,3,0.8,bl_union,2,343,1105,42,3.8,5,0.117,0.01,0.295,0.305,42.253,138.59,0.8624,0.04,0.0,747.12,0.0,680.33,747.12,28.25,9.29,"[747.12, 729.4, 680.33]","[4, 5, 4]",13,
assembly_1,3,0.8,bl_union,3,343,1105,48,4.34,6,0.117,0.014,0.104,0.118,42.253,358.91,0.8624,0.04,0.0,747.12,0.0,680.33,747.12,28.25,9.29,"[747.12, 729.4, 680.33]","[4, 5, 4]",13,
assembly_1,3,0.8,bl_union,4,343,1105,54,4.89,6,0.117,0.018,0.089,0.108,42.253,392.18,0.8624,0.04,0.0,747.12,0.0,680.33,747.12,28.25,9.29,"[747.12, 729.4, 680.33]","[4, 5, 4]",13,
assembly_1,3,0.8,bl_union,6,343,1105,64,5.79,10,0.117,0.026,0.133,0.159,42.253,265.56,0.8624,0.04,0.0,747.12,0.0,680.33,747.12,28.25,9.29,"[747.12, 729.4, 680.33]","[4, 5, 4]",13,
assembly_1,3,0.8,bl_union,8,343,1105,73,6.61,9,0.117,0.034,0.149,0.183,42.253,230.35,0.8624,0.04,-0.0,747.12,0.0,680.33,747.12,28.25,9.29,"[747.12, 729.4, 680.33]","[4, 5, 4]",13,
assembly_1,3,0.8,bl_union,12,343,1105,83,7.51,10,0.117,0.05,0.164,0.214,42.253,197.74,0.8624,0.04,0.0,747.12,0.0,680.33,747.12,28.25,9.29,"[747.12, 729.4, 680.33]","[4, 5, 4]",13,
assembly_1,3,0.8,bl_union,16,343,1105,89,8.05,6,0.117,0.066,0.149,0.215,42.253,196.64,0.8624,0.04,0.0,747.12,0.0,680.33,747.12,28.25,9.29,"[747.12, 729.4, 680.33]","[4, 5, 4]",13,
assembly_1,3,0.8,bl_union,24,343,1105,110,9.95,21,0.117,0.096,0.174,0.27,42.253,156.54,0.8624,0.04,0.0,747.12,0.0,680.33,747.12,28.25,9.29,"[747.12, 729.4, 680.33]","[4, 5, 4]",13,
assembly_1,3,0.8,bl_union,32,343,1105,134,12.13,24,0.117,0.126,0.252,0.378,42.253,111.74,0.8624,0.04,0.0,747.12,0.0,680.33,747.12,28.25,9.29,"[747.12, 729.4, 680.33]","[4, 5, 4]",13,stop_perc_graph
assembly_1,3,0.8,adaptive,1,343,1105,37,3.35,37,0.117,0.006,0.114,0.12,42.253,351.5,0.8624,0.04,,747.12,0.0,680.33,747.12,28.25,9.29,"[747.12, 729.4, 680.33]","[4, 5, 4]",13,
assembly_1,3,0.8,adaptive,2,343,1105,42,3.8,5,0.117,0.01,0.293,0.304,42.253,139.13,0.8624,0.04,0.0,747.12,0.0,680.33,747.12,28.25,9.29,"[747.12, 729.4, 680.33]","[4, 5, 4]",13,
assembly_1,3,0.8,adaptive,3,343,1105,48,4.34,6,0.117,0.015,0.104,0.118,42.253,356.9,0.8624,0.04,0.0,747.12,0.0,680.33,747.12,28.25,9.29,"[747.12, 729.4, 680.33]","[4, 5, 4]",13,
assembly_1,3,0.8,adaptive,4,343,1105,54,4.89,6,0.117,0.019,0.088,0.107,42.253,395.3,0.8624,0.04,0.0,747.12,0.0,680.33,747.12,28.25,9.29,"[747.12, 729.4, 680.33]","[4, 5, 4]",13,
assembly_1,3,0.8,adaptive,6,343,1105,64,5.79,10,0.117,0.027,0.134,0.161,42.253,263.08,0.8624,0.04,0.0,747.12,0.0,680.33,747.12,28.25,9.29,"[747.12, 729.4, 680.33]","[4, 5, 4]",13,
assembly_1,3,0.8,adaptive,8,343,1105,73,6.61,9,0.117,0.035,0.149,0.184,42.253,229.65,0.8624,0.04,-0.0,747.12,0.0,680.33,747.12,28.25,9.29,"[747.12, 729.4, 680.33]","[4, 5, 4]",13,
assembly_1,3,0.8,adaptive,12,343,1105,83,7.51,10,0.117,0.051,0.164,0.215,42.253,196.62,0.8624,0.04,0.0,747.12,0.0,680.33,747.12,28.25,9.29,"[747.12, 729.4, 680.33]","[4, 5, 4]",13,
assembly_1,3,0.8,adaptive,16,343,1105,89,8.05,6,0.117,0.067,0.149,0.216,42.253,195.97,0.8624,0.04,0.0,747.12,0.0,680.33,747.12,28.25,9.29,"[747.12, 729.4, 680.33]","[4, 5, 4]",13,
assembly_1,3,0.8,adaptive,24,343,1105,150,13.57,61,0.117,0.075,0.182,0.257,42.253,164.29,0.8624,0.04,0.0,747.12,0.0,680.33,747.12,28.25,9.29,"[747.12, 729.4, 680.33]","[4, 5, 4]",13,stop_perc_graph
